"Date","Time","OpenBid","HighBid","LowBid","CloseBid","OpenAsk","HighAsk","LowAsk","CloseAsk","Total Ticks"
02/26/2019,02:00:00,1.13562,1.13637,1.13562,1.13622,1.13588,1.13662,1.13587,1.13646,4581
02/26/2019,03:00:00,1.13622,1.13665,1.13594,1.1361,1.13646,1.13689,1.13619,1.13635,3698
02/26/2019,04:00:00,1.1361,1.13632,1.13572,1.13573,1.13635,1.13656,1.13596,1.13598,1841
02/26/2019,05:00:00,1.13573,1.13609,1.13548,1.1358,1.13598,1.13633,1.13573,1.13604,2452
02/26/2019,06:00:00,1.1358,1.13583,1.13482,1.13487,1.13604,1.13607,1.13505,1.13511,4744
02/26/2019,07:00:00,1.13487,1.13575,1.13467,1.13487,1.13511,1.136,1.13491,1.13511,12515
02/26/2019,08:00:00,1.13487,1.13578,1.13445,1.13538,1.13511,1.13603,1.13469,1.13564,14181
02/26/2019,09:00:00,1.13538,1.13668,1.13536,1.13662,1.13564,1.13691,1.1356,1.13686,11220
02/26/2019,10:00:00,1.13662,1.13708,1.1361,1.13627,1.13686,1.13732,1.13635,1.13651,15043
02/26/2019,11:00:00,1.13627,1.13638,1.13532,1.13631,1.13651,1.13662,1.13558,1.13656,11139
02/26/2019,12:00:00,1.13631,1.13667,1.13599,1.1363,1.13656,1.13691,1.13623,1.13653,14351
02/26/2019,13:00:00,1.1363,1.13744,1.13535,1.13712,1.13653,1.13765,1.13559,1.13736,19487
02/26/2019,14:00:00,1.13712,1.13714,1.13572,1.13597,1.13736,1.13738,1.13597,1.13624,21443
02/26/2019,15:00:00,1.13597,1.1361,1.1344,1.13577,1.13624,1.13632,1.13465,1.13601,33323
02/26/2019,16:00:00,1.13577,1.13791,1.13532,1.13721,1.13601,1.13814,1.13556,1.13745,32281
02/26/2019,17:00:00,1.13721,1.13788,1.13673,1.13785,1.13745,1.13813,1.13698,1.1381,14913
02/26/2019,18:00:00,1.13785,1.13798,1.1371,1.13792,1.1381,1.13821,1.13733,1.13817,9531
02/26/2019,19:00:00,1.13792,1.14017,1.13788,1.13951,1.13817,1.14041,1.13813,1.13975,16674
02/26/2019,20:00:00,1.13951,1.13955,1.13896,1.13908,1.13975,1.1398,1.13919,1.13932,9917
02/26/2019,21:00:00,1.13908,1.13908,1.13871,1.13874,1.13932,1.13932,1.13897,1.13903,1923
02/26/2019,22:00:00,1.13874,1.13922,1.13853,1.13917,1.13903,1.13977,1.13902,1.13952,4194
02/26/2019,23:00:00,1.13917,1.13931,1.13894,1.1392,1.13952,1.13956,1.1392,1.13944,2185
02/27/2019,00:00:00,1.1392,1.13951,1.13871,1.13897,1.13944,1.13972,1.13895,1.13922,4708
02/27/2019,01:00:00,1.13897,1.1392,1.13807,1.13848,1.13922,1.13945,1.13831,1.13873,8380
02/27/2019,02:00:00,1.13848,1.13849,1.13803,1.13806,1.13873,1.13874,1.13827,1.13831,2304
02/27/2019,03:00:00,1.13806,1.13809,1.13763,1.13785,1.13831,1.13834,1.13788,1.13808,6974
02/27/2019,04:00:00,1.13785,1.13793,1.13753,1.13756,1.13808,1.13819,1.13778,1.13781,4929
02/27/2019,05:00:00,1.13756,1.13797,1.1374,1.13768,1.13781,1.13821,1.13765,1.13793,5626
02/27/2019,06:00:00,1.13768,1.13777,1.13714,1.13741,1.13793,1.13801,1.13737,1.13765,5010
02/27/2019,07:00:00,1.13741,1.13827,1.13721,1.13772,1.13765,1.13851,1.13744,1.13796,10120
02/27/2019,08:00:00,1.13772,1.13952,1.13758,1.13933,1.13796,1.13976,1.13783,1.13958,17763
02/27/2019,09:00:00,1.13933,1.13966,1.13862,1.13939,1.13958,1.13989,1.13887,1.13963,11427
02/27/2019,10:00:00,1.13939,1.13985,1.13901,1.13934,1.13963,1.14009,1.13926,1.13959,12025
02/27/2019,11:00:00,1.13934,1.14027,1.1392,1.13957,1.13959,1.1405,1.13943,1.13981,14935
02/27/2019,12:00:00,1.13957,1.13961,1.13808,1.13822,1.13981,1.13985,1.13832,1.13846,15698
02/27/2019,13:00:00,1.13822,1.13922,1.1379,1.13837,1.13846,1.13947,1.13814,1.13861,21310
02/27/2019,14:00:00,1.13837,1.13908,1.13772,1.13808,1.13861,1.13933,1.13797,1.13837,22366
02/27/2019,15:00:00,1.13808,1.1394,1.13674,1.13801,1.13837,1.13965,1.13699,1.13826,36140
02/27/2019,16:00:00,1.13801,1.1386,1.13613,1.13678,1.13826,1.13884,1.13637,1.13703,26948
02/27/2019,17:00:00,1.13678,1.13698,1.13619,1.13678,1.13703,1.13721,1.13643,1.13703,11345
02/27/2019,18:00:00,1.13678,1.1376,1.13675,1.13744,1.13703,1.13785,1.137,1.13769,8006
02/27/2019,19:00:00,1.13744,1.13747,1.13658,1.13682,1.13769,1.13772,1.13682,1.13708,8557
02/27/2019,20:00:00,1.13682,1.13707,1.13667,1.137,1.13708,1.1373,1.13691,1.13724,5006
02/27/2019,21:00:00,1.137,1.13732,1.13677,1.13685,1.13724,1.13754,1.13702,1.13712,4816
02/27/2019,22:00:00,1.13685,1.13722,1.13642,1.13711,1.13712,1.13768,1.13697,1.13738,2781
02/27/2019,23:00:00,1.13711,1.13788,1.13709,1.13785,1.13738,1.13813,1.13735,1.1381,2664
02/28/2019,00:00:00,1.13785,1.1379,1.13735,1.13738,1.1381,1.13815,1.13759,1.13763,5941
02/28/2019,01:00:00,1.13738,1.13767,1.1369,1.13756,1.13763,1.13791,1.13715,1.13781,6491
02/28/2019,02:00:00,1.13756,1.13787,1.13754,1.13766,1.13781,1.1381,1.13778,1.13791,4110
02/28/2019,03:00:00,1.13766,1.13788,1.1376,1.13765,1.13791,1.13811,1.13784,1.13789,2997
02/28/2019,04:00:00,1.13765,1.13775,1.13734,1.13756,1.13789,1.13799,1.13759,1.13781,2048
02/28/2019,05:00:00,1.13756,1.13762,1.1373,1.13746,1.13781,1.13787,1.13754,1.13771,3023
02/28/2019,06:00:00,1.13746,1.13754,1.13689,1.13709,1.13771,1.13778,1.13713,1.13734,7094
02/28/2019,07:00:00,1.13709,1.1383,1.1366,1.13805,1.13734,1.13852,1.13686,1.1383,16465
02/28/2019,08:00:00,1.13805,1.13898,1.13794,1.13814,1.1383,1.13922,1.13819,1.13839,15500
02/28/2019,09:00:00,1.13814,1.13925,1.1381,1.139,1.13839,1.13949,1.13834,1.13925,12980
02/28/2019,10:00:00,1.139,1.14068,1.13884,1.14003,1.13925,1.14091,1.13908,1.14026,14152
02/28/2019,11:00:00,1.14003,1.14185,1.14002,1.14158,1.14026,1.14209,1.14025,1.14183,16123
02/28/2019,12:00:00,1.14158,1.14178,1.14072,1.14092,1.14183,1.14203,1.14097,1.14116,14309
02/28/2019,13:00:00,1.14092,1.14167,1.1381,1.13853,1.14116,1.14191,1.13834,1.13877,38479
02/28/2019,14:00:00,1.13853,1.1394,1.13785,1.13822,1.13877,1.13963,1.13808,1.13845,26732
02/28/2019,15:00:00,1.13822,1.13872,1.13583,1.13858,1.13845,1.13898,1.13606,1.13882,39973
02/28/2019,16:00:00,1.13858,1.13949,1.13768,1.13773,1.13882,1.13974,1.13793,1.13798,28111
02/28/2019,17:00:00,1.13773,1.13816,1.13692,1.13807,1.13798,1.1384,1.13713,1.13831,17870
02/28/2019,18:00:00,1.13807,1.13867,1.13761,1.1379,1.13831,1.1389,1.13785,1.13816,12960
02/28/2019,19:00:00,1.1379,1.13822,1.13751,1.13768,1.13816,1.13846,1.13776,1.13792,12792
02/28/2019,20:00:00,1.13768,1.13797,1.13716,1.13721,1.13792,1.13822,1.13741,1.13746,8921
02/28/2019,21:00:00,1.13721,1.13741,1.13685,1.13696,1.13746,1.13765,1.1371,1.13723,2974
02/28/2019,22:00:00,1.13696,1.13724,1.13671,1.13697,1.13723,1.13783,1.13705,1.13726,4203
02/28/2019,23:00:00,1.13697,1.1373,1.13684,1.1372,1.13726,1.13756,1.1371,1.13746,1284
03/01/2019,00:00:00,1.1372,1.13723,1.13676,1.1369,1.13746,1.13747,1.137,1.13714,5176
03/01/2019,01:00:00,1.1369,1.13743,1.13684,1.13704,1.13714,1.13766,1.13707,1.13728,4868
03/01/2019,02:00:00,1.13704,1.13711,1.13627,1.13685,1.13728,1.13735,1.13651,1.13708,4109
03/01/2019,03:00:00,1.13685,1.13713,1.13665,1.13683,1.13708,1.13736,1.13688,1.13707,4348
03/01/2019,04:00:00,1.13683,1.13744,1.13683,1.13729,1.13707,1.13766,1.13707,1.13754,6318
03/01/2019,05:00:00,1.13729,1.13738,1.13691,1.13694,1.13754,1.13762,1.13715,1.1372,4615
03/01/2019,06:00:00,1.13694,1.1373,1.13602,1.13608,1.1372,1.13754,1.13627,1.13632,5582
03/01/2019,07:00:00,1.13608,1.13732,1.13608,1.13711,1.13632,1.13756,1.13632,1.13736,10114
03/01/2019,08:00:00,1.13711,1.13721,1.13523,1.13623,1.13736,1.13746,1.13546,1.13647,17692
03/01/2019,09:00:00,1.13623,1.13654,1.13561,1.13592,1.13647,1.13679,1.13585,1.13618,14098
03/01/2019,10:00:00,1.13592,1.13761,1.13542,1.13738,1.13618,1.13786,1.13566,1.13762,12609
03/01/2019,11:00:00,1.13738,1.13847,1.13723,1.13831,1.13762,1.13872,1.13747,1.13855,11613
03/01/2019,12:00:00,1.13831,1.13867,1.13761,1.13772,1.13855,1.1389,1.13786,1.13794,12784
03/01/2019,13:00:00,1.13772,1.13839,1.13741,1.13808,1.13794,1.13863,1.13766,1.13831,24403
03/01/2019,14:00:00,1.13808,1.1399,1.13751,1.13951,1.13831,1.14013,1.13775,1.13976,25379
03/01/2019,15:00:00,1.13951,1.14077,1.13841,1.13854,1.13976,1.14101,1.13865,1.13877,32955
03/01/2019,16:00:00,1.13854,1.13874,1.1372,1.13739,1.13877,1.13898,1.13744,1.13763,23163
03/01/2019,17:00:00,1.13739,1.13759,1.13635,1.13641,1.13763,1.13784,1.1366,1.13665,13805
03/01/2019,18:00:00,1.13641,1.13653,1.13606,1.13624,1.13665,1.13677,1.1363,1.13648,10476
03/01/2019,19:00:00,1.13624,1.13643,1.13533,1.13568,1.13648,1.13668,1.13558,1.13593,14960
03/01/2019,20:00:00,1.13568,1.13639,1.13544,1.13634,1.13593,1.13663,1.13568,1.13659,13008
03/01/2019,21:00:00,1.13634,1.13672,1.13607,1.13617,1.13659,1.13697,1.13637,1.13684,4288
03/03/2019,19:00:00,1.13617,1.13793,1.13617,1.13785,1.13684,1.13856,1.13684,1.13828,58
03/03/2019,20:00:00,1.13785,1.13877,1.13751,1.13855,1.13828,1.1392,1.13809,1.13898,168
03/03/2019,21:00:00,1.13855,1.13855,1.13799,1.13814,1.13898,1.13899,1.13838,1.13843,296
03/03/2019,22:00:00,1.13814,1.13814,1.13738,1.1376,1.13843,1.13845,1.13781,1.13789,835
03/03/2019,23:00:00,1.1376,1.13804,1.13711,1.13739,1.13789,1.13828,1.13736,1.13763,6558
03/04/2019,00:00:00,1.13739,1.13741,1.13664,1.13683,1.13763,1.13764,1.13689,1.13708,5855
03/04/2019,01:00:00,1.13683,1.1369,1.13656,1.13676,1.13708,1.13713,1.13681,1.137,3222
03/04/2019,02:00:00,1.13676,1.13694,1.13625,1.13642,1.137,1.13719,1.13649,1.13666,3490
03/04/2019,03:00:00,1.13642,1.13665,1.13605,1.13655,1.13666,1.13689,1.13631,1.13678,4220
03/04/2019,04:00:00,1.13655,1.13664,1.13627,1.13635,1.13678,1.13687,1.13651,1.13659,3749
03/04/2019,05:00:00,1.13635,1.13653,1.13606,1.13614,1.13659,1.13677,1.13631,1.13638,4368
03/04/2019,06:00:00,1.13614,1.1367,1.13595,1.13647,1.13638,1.13694,1.13619,1.13673,3269
03/04/2019,07:00:00,1.13647,1.13681,1.13542,1.13569,1.13673,1.13705,1.13568,1.13594,11934
03/04/2019,08:00:00,1.13569,1.1357,1.13329,1.13416,1.13594,1.13594,1.13353,1.13439,23554
03/04/2019,09:00:00,1.13416,1.13458,1.1336,1.13417,1.13439,1.13482,1.13385,1.13442,15714
03/04/2019,10:00:00,1.13417,1.13441,1.13335,1.13364,1.13442,1.13465,1.13359,1.13389,12001
03/04/2019,11:00:00,1.13364,1.13415,1.13265,1.1332,1.13389,1.1344,1.13289,1.13344,15003
03/04/2019,12:00:00,1.1332,1.13375,1.13296,1.13331,1.13344,1.13399,1.1332,1.13355,15738
03/04/2019,13:00:00,1.13331,1.13445,1.13309,1.13417,1.13355,1.13469,1.13333,1.13441,15101
03/04/2019,14:00:00,1.13417,1.13421,1.13209,1.13245,1.13441,1.13446,1.13234,1.1327,15636
03/04/2019,15:00:00,1.13245,1.13261,1.13079,1.13215,1.1327,1.13286,1.13103,1.1324,22572
03/04/2019,16:00:00,1.13215,1.13278,1.13165,1.13273,1.1324,1.13301,1.13188,1.13295,16254
03/04/2019,17:00:00,1.13273,1.13343,1.13266,1.1331,1.13295,1.13367,1.1329,1.13334,10154
03/04/2019,18:00:00,1.1331,1.1334,1.13253,1.13285,1.13334,1.13365,1.13277,1.1331,7091
03/04/2019,19:00:00,1.13285,1.13314,1.13238,1.13293,1.1331,1.13339,1.13263,1.13318,5661
03/04/2019,20:00:00,1.13293,1.13415,1.13273,1.13412,1.13318,1.13439,1.13298,1.13436,6319
03/04/2019,21:00:00,1.13412,1.13418,1.13381,1.13382,1.13436,1.13443,1.1341,1.13417,3327
03/04/2019,22:00:00,1.13382,1.13401,1.13323,1.13339,1.13417,1.13433,1.13373,1.1338,3459
03/04/2019,23:00:00,1.13339,1.13376,1.13339,1.13353,1.1338,1.13402,1.13377,1.13379,3433
03/05/2019,00:00:00,1.13353,1.13368,1.13315,1.13331,1.13379,1.13393,1.1334,1.13356,4173
03/05/2019,01:00:00,1.13331,1.13347,1.13315,1.1332,1.13356,1.1337,1.13339,1.13346,5316
03/05/2019,02:00:00,1.1332,1.13355,1.1331,1.13342,1.13346,1.13379,1.13335,1.13367,4531
03/05/2019,03:00:00,1.13342,1.13367,1.1326,1.13264,1.13367,1.13391,1.13286,1.1329,5734
03/05/2019,04:00:00,1.13264,1.13304,1.13236,1.13296,1.1329,1.13328,1.1326,1.13321,4413
03/05/2019,05:00:00,1.13296,1.13297,1.13263,1.13277,1.13321,1.13322,1.13288,1.13302,2463
03/05/2019,06:00:00,1.13277,1.13303,1.13192,1.13226,1.13302,1.13327,1.13217,1.1325,5674
03/05/2019,07:00:00,1.13226,1.13267,1.13171,1.13257,1.1325,1.13292,1.13194,1.13282,11892
03/05/2019,08:00:00,1.13257,1.13371,1.13149,1.13344,1.13282,1.13396,1.13174,1.13369,20669
03/05/2019,09:00:00,1.13344,1.13364,1.1324,1.13259,1.13369,1.13388,1.13265,1.13284,14188
03/05/2019,10:00:00,1.13259,1.13283,1.13192,1.13232,1.13284,1.13307,1.13217,1.13257,8883
03/05/2019,11:00:00,1.13232,1.13329,1.13216,1.13326,1.13257,1.13351,1.13241,1.13351,8386
03/05/2019,12:00:00,1.13326,1.13374,1.13215,1.13221,1.13351,1.13399,1.1324,1.13246,13015
03/05/2019,13:00:00,1.13221,1.13302,1.13214,1.13297,1.13246,1.13327,1.13239,1.13321,16948
03/05/2019,14:00:00,1.13297,1.13342,1.1318,1.13249,1.13321,1.13367,1.13204,1.13283,20717
03/05/2019,15:00:00,1.13249,1.13249,1.1291,1.13053,1.13283,1.13283,1.12933,1.13078,36025
03/05/2019,16:00:00,1.13053,1.13063,1.12911,1.12975,1.13078,1.13087,1.12935,1.13,22820
03/05/2019,17:00:00,1.12975,1.12987,1.12885,1.12963,1.13,1.13012,1.12909,1.12986,10792
03/05/2019,18:00:00,1.12963,1.13093,1.12927,1.13049,1.12986,1.13118,1.12951,1.13072,10993
03/05/2019,19:00:00,1.13049,1.13073,1.13009,1.13017,1.13072,1.13098,1.13033,1.13042,6529
03/05/2019,20:00:00,1.13017,1.13074,1.13017,1.13067,1.13042,1.13098,1.13041,1.13091,4761
03/05/2019,21:00:00,1.13067,1.13075,1.13037,1.13063,1.13091,1.13099,1.13062,1.13097,3499
03/05/2019,22:00:00,1.13063,1.13066,1.1297,1.12977,1.13097,1.13102,1.13006,1.13035,7560
03/05/2019,23:00:00,1.12977,1.13055,1.12977,1.13048,1.13035,1.13081,1.13017,1.13073,3987
03/06/2019,00:00:00,1.13048,1.1306,1.12967,1.12996,1.13073,1.13084,1.12991,1.13022,6368
03/06/2019,01:00:00,1.12996,1.13025,1.12971,1.13018,1.13022,1.13049,1.12995,1.13042,3695
03/06/2019,02:00:00,1.13018,1.13025,1.12912,1.12943,1.13042,1.13049,1.12937,1.12967,4492
03/06/2019,03:00:00,1.12943,1.12973,1.12887,1.12918,1.12967,1.12997,1.12911,1.12942,4083
03/06/2019,04:00:00,1.12918,1.12982,1.12917,1.12977,1.12942,1.13007,1.12941,1.13002,3291
03/06/2019,05:00:00,1.12977,1.1299,1.12931,1.12967,1.13002,1.13012,1.12955,1.12992,3656
03/06/2019,06:00:00,1.12967,1.13025,1.12932,1.13011,1.12992,1.1305,1.12957,1.13036,4270
03/06/2019,07:00:00,1.13011,1.13029,1.1295,1.12996,1.13036,1.13053,1.12974,1.13021,11206
03/06/2019,08:00:00,1.12996,1.13092,1.12982,1.13057,1.13021,1.13115,1.13007,1.13082,13061
03/06/2019,09:00:00,1.13057,1.13062,1.12988,1.13,1.13082,1.13087,1.13013,1.13025,10835
03/06/2019,10:00:00,1.13,1.13041,1.12969,1.13021,1.13025,1.13065,1.12994,1.13046,10906
03/06/2019,11:00:00,1.13021,1.13054,1.13003,1.13007,1.13046,1.13079,1.13027,1.13031,9235
03/06/2019,12:00:00,1.13007,1.13044,1.12986,1.13017,1.13031,1.13067,1.1301,1.13041,9081
03/06/2019,13:00:00,1.13017,1.1314,1.12843,1.13036,1.13041,1.13164,1.12869,1.13061,28530
03/06/2019,14:00:00,1.13036,1.13161,1.13032,1.13089,1.13061,1.13183,1.13057,1.13113,18824
03/06/2019,15:00:00,1.13089,1.13223,1.1305,1.1316,1.13113,1.13248,1.13073,1.13185,22311
03/06/2019,16:00:00,1.1316,1.13236,1.13106,1.13172,1.13185,1.1326,1.13131,1.13197,15429
03/06/2019,17:00:00,1.13172,1.13186,1.13033,1.1307,1.13197,1.13211,1.13057,1.13094,11192
03/06/2019,18:00:00,1.1307,1.13104,1.13051,1.13062,1.13094,1.13129,1.13075,1.13087,6844
03/06/2019,19:00:00,1.13062,1.13103,1.13033,1.13065,1.13087,1.13126,1.13057,1.1309,8669
03/06/2019,20:00:00,1.13065,1.13111,1.13054,1.13099,1.1309,1.13135,1.13078,1.13124,4774
03/06/2019,21:00:00,1.13099,1.13103,1.13046,1.1305,1.13124,1.13128,1.13074,1.13083,3535
03/06/2019,22:00:00,1.1305,1.13089,1.13046,1.13069,1.13083,1.13119,1.13083,1.13099,2620
03/06/2019,23:00:00,1.13069,1.13124,1.13055,1.13118,1.13099,1.1315,1.13081,1.13143,2839
03/07/2019,00:00:00,1.13118,1.13146,1.13084,1.13107,1.13143,1.13171,1.13108,1.13132,4245
03/07/2019,01:00:00,1.13107,1.13124,1.13064,1.13072,1.13132,1.13148,1.13089,1.13097,3481
03/07/2019,02:00:00,1.13072,1.13091,1.13036,1.13054,1.13097,1.13115,1.1306,1.13079,4666
03/07/2019,03:00:00,1.13054,1.13076,1.13017,1.13035,1.13079,1.131,1.13042,1.13059,2980
03/07/2019,04:00:00,1.13035,1.13053,1.1303,1.13031,1.13059,1.13078,1.13054,1.13054,2623
03/07/2019,05:00:00,1.13031,1.13055,1.1302,1.13053,1.13054,1.1308,1.13045,1.13077,5691
03/07/2019,06:00:00,1.13053,1.13064,1.1301,1.13013,1.13077,1.13088,1.13035,1.13038,4323
03/07/2019,07:00:00,1.13013,1.13089,1.13,1.13062,1.13038,1.13111,1.13024,1.13086,8753
03/07/2019,08:00:00,1.13062,1.13123,1.13036,1.13101,1.13086,1.13147,1.13061,1.13125,15181
03/07/2019,09:00:00,1.13101,1.13127,1.13066,1.13082,1.13125,1.13153,1.13091,1.13108,11539
03/07/2019,10:00:00,1.13082,1.13174,1.1307,1.13152,1.13108,1.13198,1.13094,1.13177,9828
03/07/2019,11:00:00,1.13152,1.13191,1.13062,1.13078,1.13177,1.13217,1.13086,1.13101,10312
03/07/2019,12:00:00,1.13078,1.13096,1.12736,1.12875,1.13101,1.13118,1.12762,1.129,29009
03/07/2019,13:00:00,1.12875,1.12877,1.12528,1.12592,1.129,1.129,1.12553,1.12616,43568
03/07/2019,14:00:00,1.12592,1.12593,1.12285,1.12318,1.12616,1.12618,1.12309,1.12343,37015
03/07/2019,15:00:00,1.12318,1.12421,1.12291,1.12306,1.12343,1.12445,1.12315,1.12331,27655
03/07/2019,16:00:00,1.12306,1.12328,1.1205,1.12125,1.12331,1.12352,1.12075,1.12149,27324
03/07/2019,17:00:00,1.12125,1.12283,1.12066,1.12242,1.12149,1.12309,1.1209,1.12267,27047
03/07/2019,18:00:00,1.12242,1.12247,1.1215,1.12176,1.12267,1.12271,1.12174,1.122,13503
03/07/2019,19:00:00,1.12176,1.12183,1.1175,1.11823,1.122,1.12207,1.11776,1.11849,24768
03/07/2019,20:00:00,1.11823,1.11865,1.11776,1.11804,1.11849,1.11889,1.11799,1.11828,13919
03/07/2019,21:00:00,1.11804,1.11937,1.1179,1.11922,1.11828,1.11962,1.11815,1.11954,3858
03/07/2019,22:00:00,1.11922,1.11922,1.11891,1.11907,1.11954,1.11968,1.11922,1.11935,1926
03/07/2019,23:00:00,1.11907,1.11978,1.11907,1.1197,1.11935,1.12002,1.11931,1.11995,3580
03/08/2019,00:00:00,1.1197,1.11972,1.11848,1.119,1.11995,1.11995,1.11872,1.11925,6275
03/08/2019,01:00:00,1.119,1.11936,1.11841,1.11863,1.11925,1.11961,1.11865,1.11888,4411
03/08/2019,02:00:00,1.11863,1.11996,1.11853,1.11974,1.11888,1.1202,1.11878,1.11999,5890
03/08/2019,03:00:00,1.11974,1.11997,1.11928,1.11958,1.11999,1.12022,1.11953,1.11982,5130
03/08/2019,04:00:00,1.11958,1.11986,1.11931,1.11978,1.11982,1.12011,1.11954,1.12003,4702
03/08/2019,05:00:00,1.11978,1.12008,1.11957,1.12004,1.12003,1.12032,1.11981,1.1203,4315
03/08/2019,06:00:00,1.12004,1.12082,1.11998,1.12062,1.1203,1.12106,1.12023,1.12085,6094
03/08/2019,07:00:00,1.12062,1.12106,1.11962,1.12086,1.12085,1.1213,1.11987,1.12111,17479
03/08/2019,08:00:00,1.12086,1.12113,1.1199,1.12071,1.12111,1.12138,1.12014,1.12095,18218
03/08/2019,09:00:00,1.12071,1.12144,1.12048,1.12116,1.12095,1.12165,1.12072,1.12141,14738
03/08/2019,10:00:00,1.12116,1.12188,1.12077,1.1217,1.12141,1.12211,1.12101,1.12195,15170
03/08/2019,11:00:00,1.1217,1.12197,1.12126,1.12138,1.12195,1.12221,1.1215,1.12163,14780
03/08/2019,12:00:00,1.12138,1.12218,1.12117,1.12204,1.12163,1.12243,1.12141,1.12228,13030
03/08/2019,13:00:00,1.12204,1.12399,1.12134,1.12243,1.12228,1.12435,1.12158,1.12267,35679
03/08/2019,14:00:00,1.12243,1.12346,1.1221,1.12248,1.12267,1.1237,1.12235,1.12272,26072
03/08/2019,15:00:00,1.12248,1.12373,1.12243,1.12349,1.12272,1.12393,1.12267,1.12373,32512
03/08/2019,16:00:00,1.12349,1.12435,1.12316,1.12418,1.12373,1.12458,1.12339,1.12443,22289
03/08/2019,17:00:00,1.12418,1.12451,1.12366,1.12391,1.12443,1.12475,1.12389,1.12416,14744
03/08/2019,18:00:00,1.12391,1.12421,1.12372,1.12393,1.12416,1.12446,1.12395,1.12419,8193
03/08/2019,19:00:00,1.12393,1.12423,1.12375,1.12414,1.12419,1.12447,1.12399,1.12439,8351
03/08/2019,20:00:00,1.12414,1.1242,1.12303,1.12306,1.12439,1.12444,1.12327,1.12331,8554
03/08/2019,21:00:00,1.12306,1.12341,1.12293,1.12305,1.12331,1.12385,1.12318,1.12385,2887
03/10/2019,19:00:00,1.12305,1.12417,1.12305,1.12388,1.12385,1.12472,1.12385,1.12463,36
03/10/2019,20:00:00,1.12388,1.12388,1.12299,1.12299,1.12463,1.12463,1.12353,1.12378,80
03/10/2019,21:00:00,1.12299,1.12341,1.12298,1.12319,1.12378,1.12387,1.12328,1.12356,460
03/10/2019,22:00:00,1.12319,1.12339,1.12294,1.12332,1.12356,1.12376,1.12319,1.12357,1644
03/10/2019,23:00:00,1.12332,1.12364,1.123,1.12305,1.12357,1.12389,1.12325,1.12329,2346
03/11/2019,00:00:00,1.12305,1.12312,1.1222,1.12269,1.12329,1.12337,1.12243,1.12292,4927
03/11/2019,01:00:00,1.12269,1.12289,1.12227,1.12283,1.12292,1.12313,1.12253,1.12306,5083
03/11/2019,02:00:00,1.12283,1.12313,1.12277,1.12309,1.12306,1.12337,1.123,1.12334,3915
03/11/2019,03:00:00,1.12309,1.12325,1.12296,1.12316,1.12334,1.12348,1.12321,1.12341,2443
03/11/2019,04:00:00,1.12316,1.12327,1.12307,1.12324,1.12341,1.12351,1.12332,1.12349,2555
03/11/2019,05:00:00,1.12324,1.12338,1.12311,1.12322,1.12349,1.12362,1.12336,1.12347,2148
03/11/2019,06:00:00,1.12322,1.124,1.12321,1.12364,1.12347,1.12424,1.12346,1.12388,3698
03/11/2019,07:00:00,1.12364,1.12495,1.12338,1.12477,1.12388,1.12519,1.12362,1.12501,13255
03/11/2019,08:00:00,1.12477,1.12489,1.12417,1.12452,1.12501,1.12513,1.12441,1.12477,15971
03/11/2019,09:00:00,1.12452,1.12573,1.12414,1.12513,1.12477,1.12598,1.12438,1.12537,13408
03/11/2019,10:00:00,1.12513,1.12516,1.12348,1.12421,1.12537,1.12541,1.12373,1.12446,15873
03/11/2019,11:00:00,1.12421,1.12483,1.12387,1.12422,1.12446,1.12508,1.12411,1.12446,13585
03/11/2019,12:00:00,1.12422,1.12467,1.12314,1.12356,1.12446,1.12491,1.12339,1.1238,20703
03/11/2019,13:00:00,1.12356,1.12536,1.1235,1.12463,1.1238,1.12559,1.12374,1.12488,22652
03/11/2019,14:00:00,1.12463,1.12483,1.12347,1.1241,1.12488,1.12506,1.12372,1.12434,16429
03/11/2019,15:00:00,1.1241,1.1244,1.12206,1.12238,1.12434,1.12464,1.1223,1.12263,15133
03/11/2019,16:00:00,1.12238,1.12337,1.12211,1.12324,1.12263,1.12361,1.12235,1.12348,16142
03/11/2019,17:00:00,1.12324,1.12407,1.12289,1.12406,1.12348,1.12431,1.12314,1.12431,14138
03/11/2019,18:00:00,1.12406,1.12453,1.12374,1.12389,1.12431,1.12477,1.12398,1.12413,11157
03/11/2019,19:00:00,1.12389,1.12492,1.1237,1.12464,1.12413,1.12517,1.12393,1.12489,12267
03/11/2019,20:00:00,1.12464,1.12469,1.12401,1.12432,1.12489,1.12493,1.12424,1.12469,5295
03/11/2019,21:00:00,1.12432,1.12486,1.12426,1.12478,1.12469,1.12512,1.12463,1.12506,5250
03/11/2019,22:00:00,1.12478,1.12727,1.12462,1.12622,1.12506,1.12758,1.12488,1.12647,14134
03/11/2019,23:00:00,1.12622,1.12667,1.12534,1.12582,1.12647,1.12692,1.12559,1.12606,3744
03/12/2019,00:00:00,1.12582,1.12601,1.12544,1.1258,1.12606,1.12626,1.12568,1.12603,7622
03/12/2019,01:00:00,1.1258,1.12623,1.12571,1.12577,1.12603,1.12647,1.12596,1.12601,4135
03/12/2019,02:00:00,1.12577,1.12623,1.12565,1.1262,1.12601,1.12646,1.12589,1.12645,3356
03/12/2019,03:00:00,1.1262,1.12648,1.12595,1.12601,1.12645,1.12672,1.12618,1.12626,2068
03/12/2019,04:00:00,1.12601,1.12601,1.12501,1.12502,1.12626,1.12626,1.12525,1.12527,3698
